quality_rating,waiting_time_rating,store_service_rating,comment_rating,name_store,niche,city
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Casa da Pizza,Pizzaria,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Casa da Pizza,Pizzaria,Cametá
Neutro,Muito satisfeito,Neutro,Sem comentário,Casa da Pizza,Pizzaria,Cametá
Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Sem comentário,Casa da Pizza,Pizzaria,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Casa da Pizza,Pizzaria,Cametá
Satisfeito,Satisfeito,Muito insatisfeito,demorou para responder melhore,Guaraná 2 Irmãos,Guaraná,Cametá
Neutro,Insatisfeito,Insatisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Satisfeito,Satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Guaraná 2 Irmãos,Guaraná,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito insatisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Satisfeito,Satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Excelente,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito insatisfeito,Neutro,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Insatisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Satisfeito,Satisfeito,Satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Divino Lanche,Lanches,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Distribuidora Gomes,Bebidas,Limoeiro do Ajuru
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Açaí Power,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Entrega super rápida e atendimento de primeira,Açaí Power,Açaí,Cametá
Insatisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Açaí Power,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Açaí Power,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Açaí Power,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Açaí Power,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Açaí Power,Açaí,Cametá
Neutro,Neutro,Neutro,Sem comentário,Açaí Power,Açaí,Cametá
Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Sem comentário,Açaí Power,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Comida maravilhosa gostinho de comida caseira ,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,pedido veio com solicitado estava uma delícia,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Comida deliciosa  Entrega rápida,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,muito bom,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,A entrega é muito rápida e a comida é uma delícia Cliente fiel,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Comida perfeita,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,entregador é muito rápido,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Comida deliciosa,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Melhor comida de Cametá,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,não avisou quando saiu mas é de excelente qualidade ,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Neutro,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Muito caprichada,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito insatisfeito,Neutro,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Neutro,Muito satisfeito,Neutro,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,comida maravilhosa,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Melhor comida caseira,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,a comida estava muito deliciosa tudo no ponto certo,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Neutro,Insatisfeito,Neutro,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Neutro,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,refeição saborosa,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Satisfeito,Satisfeito,Satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Neutro,Satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Bom demais prato cheio,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Neutro,Satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Satisfeito,Satisfeito,Satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Neutro,Insatisfeito,Insatisfeito,comida é boa porém pedir sem salada e feijão mas chegou justamente com o que não gosto mas de resto Excelente,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Neutro,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Restaurante Sabores Delivery,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Açaí da Hora,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Açaí da Hora,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,R&L Delícias,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Lanches Logo Ali,Salgados,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Lanches Logo Ali,Salgados,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Lanches Logo Ali,Salgados,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,muito boom ,Lanches Logo Ali,Salgados,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Lanches Logo Ali,Salgados,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,o melhor da city ,Lanches Logo Ali,Salgados,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Lanches Logo Ali,Salgados,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Lanches Logo Ali,Salgados,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Lanches Logo Ali,Salgados,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,Uma delícia doce na medida certa ,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Meu Deus pedi dois bolos e os dois  tavam muito bom   perfeitos Com certeza vou comprar denovo,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,MUITO BOM SUPER RECOMENDO,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,super rápido uma delícia amei,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Neutro,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito insatisfeito,Muito insatisfeito,Muito insatisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,coracao  ,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,muito bom,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Analice Furtado Confeitaria Artesanal ,Doces/Sobremesas,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Kitutis,Salgados,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Marmitex São José,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Marmitex São José,Restaurante,Cametá
Muito satisfeito,Neutro,Neutro,Sem comentário,Marmitex São José,Restaurante,Cametá
Satisfeito,Muito satisfeito,Satisfeito,Sem comentário,Marmitex São José,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Marmitex São José,Restaurante,Cametá
Satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Marmitex São José,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Marmitex São José,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Marmitex São José,Restaurante,Cametá
Muito satisfeito,Neutro,Muito satisfeito,Sem comentário,Marmitex São José,Restaurante,Cametá
Muito satisfeito,Muito insatisfeito,Muito insatisfeito,Sem comentário,Marmitex São José,Restaurante,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Point do Sabor,Restaurante,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,Açaí da 21,Açaí,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,Maravilhoso tudo muito bem temperado na temperatura perfeita e em boa quantidade,J & V Refeições,Restaurante,Limoeiro do Ajuru
Muito satisfeito,Satisfeito,Muito insatisfeito,Sem comentário,HortiFruti Salmo 91,Frutas/Legumes,Oeiras
Muito satisfeito,Muito satisfeito,Muito satisfeito,Um produto de ótima qualidade,N. G. Sabor do Açaí,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
Neutro,Muito satisfeito,Satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
Neutro,Neutro,Satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
Muito satisfeito,Muito satisfeito,Muito satisfeito,Sem comentário,N. G. Sabor do Açaí,Açaí,Cametá
